"Station","MonthYear","MonthlyRain","Latitude","Longitude"
"Marine Parade",2018-06-01,137.6,1.3065,103.9107
"Marine Parade",2018-07-01,57.4,1.3065,103.9107
"Marine Parade",2018-08-01,122,1.3065,103.9107
"Marine Parade",2018-09-01,185.2,1.3065,103.9107
"Marine Parade",2018-10-01,153.2,1.3065,103.9107
"Marine Parade",2018-11-01,236.2,1.3065,103.9107
"Marine Parade",2018-12-01,105.6,1.3065,103.9107
"Marine Parade",2019-01-01,88,1.3065,103.9107
"Marine Parade",2019-02-01,9.6,1.3065,103.9107
"Marine Parade",2019-03-01,99.4,1.3065,103.9107
"Marine Parade",2019-04-01,293.4,1.3065,103.9107
"Marine Parade",2019-05-01,123.2,1.3065,103.9107
"Marine Parade",2019-06-01,230.8,1.3065,103.9107
"Marine Parade",2019-07-01,30,1.3065,103.9107
"Marine Parade",2019-08-01,89,1.3065,103.9107
"Marine Parade",2019-09-01,15.2,1.3065,103.9107
"Marine Parade",2019-10-01,82.4,1.3065,103.9107
"Marine Parade",2019-11-01,75.8,1.3065,103.9107
"Marine Parade",2019-12-01,321.8,1.3065,103.9107
"Marine Parade",2020-01-01,167.4,1.3065,103.9107
"Marine Parade",2020-02-01,124.4,1.3065,103.9107
"Marine Parade",2020-03-01,56.6,1.3065,103.9107
"Marine Parade",2020-04-01,238.6,1.3065,103.9107
"Marine Parade",2020-05-01,191.2,1.3065,103.9107
"Marine Parade",2020-06-01,389.2,1.3065,103.9107
"Marine Parade",2020-07-01,164.8,1.3065,103.9107
"Marine Parade",2020-08-01,212,1.3065,103.9107
"Marine Parade",2020-09-01,288.8,1.3065,103.9107
"Marine Parade",2020-10-01,143.4,1.3065,103.9107
"Marine Parade",2020-11-01,364.8,1.3065,103.9107
"Marine Parade",2020-12-01,247,1.3065,103.9107
"Marine Parade",2021-01-01,530,1.3065,103.9107
"Marine Parade",2021-02-01,9.8,1.3065,103.9107
"Marine Parade",2021-03-01,170,1.3065,103.9107
"Marine Parade",2021-04-01,246.6,1.3065,103.9107
"Marine Parade",2021-05-01,196.6,1.3065,103.9107
"Marine Parade",2021-06-01,89,1.3065,103.9107
"Marine Parade",2021-07-01,150.4,1.3065,103.9107
"Marine Parade",2021-08-01,440,1.3065,103.9107
"Marine Parade",2021-09-01,153.6,1.3065,103.9107
"Marine Parade",2021-10-01,117.2,1.3065,103.9107
"Marine Parade",2021-11-01,408,1.3065,103.9107
"Marine Parade",2021-12-01,137.8,1.3065,103.9107
"Marine Parade",2022-01-01,118.8,1.3065,103.9107
"Marine Parade",2022-02-01,174.8,1.3065,103.9107
"Marine Parade",2022-03-01,199.8,1.3065,103.9107
"Marine Parade",2022-04-01,175.6,1.3065,103.9107
"Marine Parade",2022-05-01,82.2,1.3065,103.9107
"Marine Parade",2022-06-01,138,1.3065,103.9107
"Marine Parade",2022-07-01,123,1.3065,103.9107
"Marine Parade",2022-08-01,120.6,1.3065,103.9107
"Marine Parade",2022-09-01,127.6,1.3065,103.9107
"Marine Parade",2022-10-01,289.4,1.3065,103.9107
"Marine Parade",2022-11-01,286.4,1.3065,103.9107
"Marine Parade",2022-12-01,154.6,1.3065,103.9107
"Marine Parade",2023-01-01,226.6,1.3065,103.9107
"Marine Parade",2023-02-01,392.6,1.3065,103.9107
"Marine Parade",2023-03-01,251.4,1.3065,103.9107
"Marine Parade",2023-04-01,142.6,1.3065,103.9107
"Marine Parade",2023-05-01,98.4,1.3065,103.9107
"Marine Parade",2023-06-01,112.8,1.3065,103.9107
"Marine Parade",2023-07-01,161.4,1.3065,103.9107
"Marine Parade",2023-08-01,133.2,1.3065,103.9107
"Marine Parade",2023-09-01,151.6,1.3065,103.9107
"Marine Parade",2023-10-01,69,1.3065,103.9107
"Marine Parade",2023-11-01,255,1.3065,103.9107
"Marine Parade",2023-12-01,278.6,1.3065,103.9107
"Marine Parade",2024-01-01,377.2,1.3065,103.9107
"Marine Parade",2024-02-01,107.8,1.3065,103.9107
"Marine Parade",2024-03-01,126.4,1.3065,103.9107
"Marine Parade",2024-04-01,162.8,1.3065,103.9107
"Marine Parade",2024-05-01,211,1.3065,103.9107
"Marine Parade",2024-06-01,231.8,1.3065,103.9107
"Marine Parade",2024-07-01,78,1.3065,103.9107
"Marine Parade",2024-08-01,102.8,1.3065,103.9107
"Marine Parade",2024-09-01,115,1.3065,103.9107
"Marine Parade",2024-10-01,141.6,1.3065,103.9107
"Marine Parade",2024-11-01,318.8,1.3065,103.9107
"Marine Parade",2024-12-01,168.2,1.3065,103.9107
"Newton",2018-01-01,360.4,1.3106,103.8365
"Newton",2018-02-01,16.4,1.3106,103.8365
"Newton",2018-03-01,142.8,1.3106,103.8365
"Newton",2018-04-01,209.4,1.3106,103.8365
"Newton",2018-05-01,214.6,1.3106,103.8365
"Newton",2018-06-01,239.6,1.3106,103.8365
"Newton",2018-07-01,67.6,1.3106,103.8365
"Newton",2018-08-01,87.6,1.3106,103.8365
"Newton",2018-09-01,252,1.3106,103.8365
"Newton",2018-10-01,188.6,1.3106,103.8365
"Newton",2018-11-01,413,1.3106,103.8365
"Newton",2018-12-01,259.8,1.3106,103.8365
"Newton",2019-01-01,127.4,1.3106,103.8365
"Newton",2019-02-01,19,1.3106,103.8365
"Newton",2019-03-01,70,1.3106,103.8365
"Newton",2019-04-01,266.8,1.3106,103.8365
"Newton",2019-05-01,186.4,1.3106,103.8365
"Newton",2019-06-01,243.6,1.3106,103.8365
"Newton",2019-07-01,40.6,1.3106,103.8365
"Newton",2019-08-01,47.8,1.3106,103.8365
"Newton",2019-09-01,66.4,1.3106,103.8365
"Newton",2019-10-01,105.2,1.3106,103.8365
"Newton",2019-11-01,154.4,1.3106,103.8365
"Newton",2019-12-01,260.8,1.3106,103.8365
"Newton",2020-01-01,145.2,1.3106,103.8365
"Newton",2020-02-01,103.4,1.3106,103.8365
"Newton",2020-03-01,108.2,1.3106,103.8365
"Newton",2020-04-01,259.4,1.3106,103.8365
"Newton",2020-05-01,248.6,1.3106,103.8365
"Newton",2020-06-01,312.6,1.3106,103.8365
"Newton",2020-07-01,128.8,1.3106,103.8365
"Newton",2020-08-01,237,1.3106,103.8365
"Newton",2020-09-01,235.8,1.3106,103.8365
"Newton",2020-10-01,192.8,1.3106,103.8365
"Newton",2020-11-01,216.8,1.3106,103.8365
"Newton",2020-12-01,287.2,1.3106,103.8365
"Newton",2021-01-01,455.4,1.3106,103.8365
"Newton",2021-02-01,13.6,1.3106,103.8365
"Newton",2021-03-01,267.2,1.3106,103.8365
"Newton",2021-04-01,355.2,1.3106,103.8365
"Newton",2021-05-01,152.8,1.3106,103.8365
"Newton",2021-06-01,182.4,1.3106,103.8365
"Newton",2021-07-01,210.4,1.3106,103.8365
"Newton",2021-08-01,355.2,1.3106,103.8365
"Newton",2021-09-01,228,1.3106,103.8365
"Newton",2021-10-01,155.2,1.3106,103.8365
"Newton",2021-11-01,288,1.3106,103.8365
"Newton",2021-12-01,108.6,1.3106,103.8365
"Newton",2022-01-01,61.4,1.3106,103.8365
"Newton",2022-02-01,196.4,1.3106,103.8365
"Newton",2022-03-01,214.8,1.3106,103.8365
"Newton",2022-04-01,222.6,1.3106,103.8365
"Newton",2022-05-01,217.2,1.3106,103.8365
"Newton",2022-06-01,220.5,1.3106,103.8365
"Newton",2022-07-01,90,1.3106,103.8365
"Newton",2022-08-01,158,1.3106,103.8365
"Newton",2022-09-01,218,1.3106,103.8365
"Newton",2022-10-01,281.8,1.3106,103.8365
"Newton",2022-11-01,257.6,1.3106,103.8365
"Newton",2022-12-01,261.8,1.3106,103.8365
"Newton",2023-01-01,177.2,1.3106,103.8365
"Newton",2023-02-01,383.2,1.3106,103.8365
"Newton",2023-03-01,298.4,1.3106,103.8365
"Newton",2023-04-01,142,1.3106,103.8365
"Newton",2023-05-01,129,1.3106,103.8365
"Newton",2023-06-01,243.8,1.3106,103.8365
"Newton",2023-07-01,245.2,1.3106,103.8365
"Newton",2023-08-01,81.2,1.3106,103.8365
"Newton",2023-09-01,177,1.3106,103.8365
"Newton",2023-10-01,101.2,1.3106,103.8365
"Newton",2023-11-01,284.6,1.3106,103.8365
"Newton",2023-12-01,492,1.3106,103.8365
"Newton",2024-01-01,359.8,1.3106,103.8365
"Newton",2024-02-01,181.6,1.3106,103.8365
"Newton",2024-03-01,187,1.3106,103.8365
"Newton",2024-04-01,194.8,1.3106,103.8365
"Newton",2024-05-01,200,1.3106,103.8365
"Newton",2024-06-01,237.2,1.3106,103.8365
"Newton",2024-07-01,35.2,1.3106,103.8365
"Newton",2024-08-01,116.4,1.3106,103.8365
"Newton",2024-09-01,215.8,1.3106,103.8365
"Newton",2024-10-01,199.2,1.3106,103.8365
"Newton",2024-11-01,373.8,1.3106,103.8365
"Newton",2024-12-01,233.4,1.3106,103.8365
"Nicoll Highway",2018-01-01,378.2,1.3011,103.8666
"Nicoll Highway",2018-02-01,17.4,1.3011,103.8666
"Nicoll Highway",2018-03-01,90.6,1.3011,103.8666
"Nicoll Highway",2018-04-01,202.8,1.3011,103.8666
"Nicoll Highway",2018-05-01,164.8,1.3011,103.8666
"Nicoll Highway",2018-06-01,212.4,1.3011,103.8666
"Nicoll Highway",2018-07-01,80.2,1.3011,103.8666
"Nicoll Highway",2018-08-01,57.8,1.3011,103.8666
"Nicoll Highway",2018-09-01,165.4,1.3011,103.8666
"Nicoll Highway",2018-10-01,219.4,1.3011,103.8666
"Nicoll Highway",2018-11-01,219.4,1.3011,103.8666
"Nicoll Highway",2018-12-01,157.4,1.3011,103.8666
"Nicoll Highway",2019-01-01,127.4,1.3011,103.8666
"Nicoll Highway",2019-02-01,22.8,1.3011,103.8666
"Nicoll Highway",2019-03-01,90.4,1.3011,103.8666
"Nicoll Highway",2019-04-01,336.8,1.3011,103.8666
"Nicoll Highway",2019-05-01,236.8,1.3011,103.8666
"Nicoll Highway",2019-06-01,276.2,1.3011,103.8666
"Nicoll Highway",2019-07-01,30.8,1.3011,103.8666
"Nicoll Highway",2019-08-01,37.4,1.3011,103.8666
"Nicoll Highway",2019-09-01,47.4,1.3011,103.8666
"Nicoll Highway",2019-10-01,69,1.3011,103.8666
"Nicoll Highway",2019-11-01,77,1.3011,103.8666
"Nicoll Highway",2019-12-01,326.2,1.3011,103.8666
"Nicoll Highway",2020-01-01,140.6,1.3011,103.8666
"Nicoll Highway",2020-02-01,114.2,1.3011,103.8666
"Nicoll Highway",2020-03-01,78.6,1.3011,103.8666
"Nicoll Highway",2020-04-01,332.6,1.3011,103.8666
"Nicoll Highway",2020-05-01,336.2,1.3011,103.8666
"Nicoll Highway",2020-06-01,439.8,1.3011,103.8666
"Nicoll Highway",2020-07-01,145.6,1.3011,103.8666
"Nicoll Highway",2020-08-01,224.6,1.3011,103.8666
"Nicoll Highway",2020-09-01,346.8,1.3011,103.8666
"Nicoll Highway",2020-10-01,188.2,1.3011,103.8666
"Nicoll Highway",2020-11-01,285.6,1.3011,103.8666
"Nicoll Highway",2020-12-01,324.8,1.3011,103.8666
"Nicoll Highway",2021-01-01,500,1.3011,103.8666
"Nicoll Highway",2021-02-01,15,1.3011,103.8666
"Nicoll Highway",2021-03-01,303.2,1.3011,103.8666
"Nicoll Highway",2021-04-01,327.8,1.3011,103.8666
"Nicoll Highway",2021-05-01,226.8,1.3011,103.8666
"Nicoll Highway",2021-06-01,139.4,1.3011,103.8666
"Nicoll Highway",2021-07-01,207.8,1.3011,103.8666
"Nicoll Highway",2021-08-01,485.2,1.3011,103.8666
"Nicoll Highway",2021-09-01,227.6,1.3011,103.8666
"Nicoll Highway",2021-10-01,114,1.3011,103.8666
"Nicoll Highway",2021-11-01,417,1.3011,103.8666
"Nicoll Highway",2021-12-01,168.4,1.3011,103.8666
"Nicoll Highway",2022-01-01,97.2,1.3011,103.8666
"Nicoll Highway",2022-02-01,174.7,1.3011,103.8666
"Nicoll Highway",2022-03-01,235.4,1.3011,103.8666
"Nicoll Highway",2022-04-01,305.6,1.3011,103.8666
"Nicoll Highway",2022-05-01,171.8,1.3011,103.8666
"Nicoll Highway",2022-06-01,202.4,1.3011,103.8666
"Nicoll Highway",2022-07-01,98,1.3011,103.8666
"Nicoll Highway",2022-08-01,162,1.3011,103.8666
"Nicoll Highway",2022-09-01,182,1.3011,103.8666
"Nicoll Highway",2022-10-01,438.8,1.3011,103.8666
"Nicoll Highway",2022-11-01,147.6,1.3011,103.8666
"Nicoll Highway",2022-12-01,217.6,1.3011,103.8666
"Nicoll Highway",2023-01-01,212.8,1.3011,103.8666
"Nicoll Highway",2023-02-01,447.6,1.3011,103.8666
"Nicoll Highway",2023-03-01,239.8,1.3011,103.8666
"Nicoll Highway",2023-04-01,191.8,1.3011,103.8666
"Nicoll Highway",2023-05-01,120.4,1.3011,103.8666
"Nicoll Highway",2023-06-01,210.6,1.3011,103.8666
"Nicoll Highway",2023-07-01,245.6,1.3011,103.8666
"Nicoll Highway",2023-08-01,88.2,1.3011,103.8666
"Nicoll Highway",2023-09-01,146.6,1.3011,103.8666
"Nicoll Highway",2023-10-01,118.8,1.3011,103.8666
"Nicoll Highway",2023-11-01,222.2,1.3011,103.8666
"Nicoll Highway",2023-12-01,348.6,1.3011,103.8666
"Nicoll Highway",2024-01-01,376.4,1.3011,103.8666
"Nicoll Highway",2024-02-01,88.2,1.3011,103.8666
"Nicoll Highway",2024-03-01,154.8,1.3011,103.8666
"Nicoll Highway",2024-04-01,182,1.3011,103.8666
"Nicoll Highway",2024-05-01,144.8,1.3011,103.8666
"Nicoll Highway",2024-06-01,202.4,1.3011,103.8666
"Nicoll Highway",2024-07-01,45.4,1.3011,103.8666
"Nicoll Highway",2024-08-01,82,1.3011,103.8666
"Nicoll Highway",2024-09-01,205.2,1.3011,103.8666
"Nicoll Highway",2024-10-01,195.2,1.3011,103.8666
"Nicoll Highway",2024-11-01,343.2,1.3011,103.8666
"Nicoll Highway",2024-12-01,199,1.3011,103.8666
"Pasir Panjang",2018-01-01,307,1.281,103.754
"Pasir Panjang",2018-02-01,43.6,1.281,103.754
"Pasir Panjang",2018-03-01,240,1.281,103.754
"Pasir Panjang",2018-04-01,154.8,1.281,103.754
"Pasir Panjang",2018-05-01,252.4,1.281,103.754
"Pasir Panjang",2018-06-01,239.8,1.281,103.754
"Pasir Panjang",2018-07-01,51.6,1.281,103.754
"Pasir Panjang",2018-08-01,54.6,1.281,103.754
"Pasir Panjang",2018-09-01,125.2,1.281,103.754
"Pasir Panjang",2018-10-01,168.8,1.281,103.754
"Pasir Panjang",2018-11-01,364.6,1.281,103.754
"Pasir Panjang",2018-12-01,251.8,1.281,103.754
"Pasir Panjang",2019-01-01,74.8,1.281,103.754
"Pasir Panjang",2019-02-01,42,1.281,103.754
"Pasir Panjang",2019-03-01,80,1.281,103.754
"Pasir Panjang",2019-04-01,181.4,1.281,103.754
"Pasir Panjang",2019-05-01,243,1.281,103.754
"Pasir Panjang",2019-06-01,239.2,1.281,103.754
"Pasir Panjang",2019-07-01,80.2,1.281,103.754
"Pasir Panjang",2019-08-01,24,1.281,103.754
"Pasir Panjang",2019-09-01,152.4,1.281,103.754
"Pasir Panjang",2019-10-01,132.8,1.281,103.754
"Pasir Panjang",2019-11-01,183.8,1.281,103.754
"Pasir Panjang",2019-12-01,178,1.281,103.754
"Pasir Panjang",2020-01-01,177.2,1.281,103.754
"Pasir Panjang",2020-02-01,53,1.281,103.754
"Pasir Panjang",2020-03-01,168.4,1.281,103.754
"Pasir Panjang",2020-04-01,185.2,1.281,103.754
"Pasir Panjang",2020-05-01,222.4,1.281,103.754
"Pasir Panjang",2020-06-01,285.6,1.281,103.754
"Pasir Panjang",2020-07-01,201,1.281,103.754
"Pasir Panjang",2020-08-01,144.8,1.281,103.754
"Pasir Panjang",2020-09-01,361,1.281,103.754
"Pasir Panjang",2020-10-01,128.6,1.281,103.754
"Pasir Panjang",2020-11-01,206.4,1.281,103.754
"Pasir Panjang",2020-12-01,262.4,1.281,103.754
"Pasir Panjang",2021-01-01,326,1.281,103.754
"Pasir Panjang",2021-02-01,82.6,1.281,103.754
"Pasir Panjang",2021-03-01,301.4,1.281,103.754
"Pasir Panjang",2021-04-01,351,1.281,103.754
"Pasir Panjang",2021-05-01,276.8,1.281,103.754
"Pasir Panjang",2021-06-01,316.8,1.281,103.754
"Pasir Panjang",2021-07-01,171.8,1.281,103.754
"Pasir Panjang",2021-08-01,337,1.281,103.754
"Pasir Panjang",2021-09-01,190.8,1.281,103.754
"Pasir Panjang",2021-10-01,110.4,1.281,103.754
"Pasir Panjang",2021-11-01,283,1.281,103.754
"Pasir Panjang",2021-12-01,254.8,1.281,103.754
"Pasir Panjang",2022-01-01,129.2,1.281,103.754
"Pasir Panjang",2022-02-01,133.2,1.281,103.754
"Pasir Panjang",2022-03-01,159.8,1.281,103.754
"Pasir Panjang",2022-04-01,339.6,1.281,103.754
"Pasir Panjang",2022-05-01,202.6,1.281,103.754
"Pasir Panjang",2022-06-01,233.2,1.281,103.754
"Pasir Panjang",2022-07-01,38.8,1.281,103.754
"Pasir Panjang",2022-08-01,122.6,1.281,103.754
"Pasir Panjang",2022-09-01,209.4,1.281,103.754
"Pasir Panjang",2022-10-01,558.8,1.281,103.754
"Pasir Panjang",2022-11-01,192.8,1.281,103.754
"Pasir Panjang",2022-12-01,307.6,1.281,103.754
"Pasir Panjang",2023-01-01,162,1.281,103.754
"Pasir Panjang",2023-02-01,377.6,1.281,103.754
"Pasir Panjang",2023-03-01,295.2,1.281,103.754
"Pasir Panjang",2023-04-01,192.4,1.281,103.754
"Pasir Panjang",2023-05-01,128.8,1.281,103.754
"Pasir Panjang",2023-06-01,170,1.281,103.754
"Pasir Panjang",2023-07-01,255.8,1.281,103.754
"Pasir Panjang",2023-08-01,97.6,1.281,103.754
"Pasir Panjang",2023-09-01,94.2,1.281,103.754
"Pasir Panjang",2023-10-01,127,1.281,103.754
"Pasir Panjang",2023-11-01,242.4,1.281,103.754
"Pasir Panjang",2023-12-01,350.7,1.281,103.754
"Pasir Panjang",2024-01-01,392.6,1.281,103.754
"Pasir Panjang",2024-02-01,144.6,1.281,103.754
"Pasir Panjang",2024-03-01,193.8,1.281,103.754
"Pasir Panjang",2024-04-01,214.5,1.281,103.754
"Pasir Panjang",2024-05-01,196.4,1.281,103.754
"Pasir Panjang",2024-06-01,198.2,1.281,103.754
"Pasir Panjang",2024-07-01,145.4,1.281,103.754
"Pasir Panjang",2024-08-01,138.2,1.281,103.754
"Pasir Panjang",2024-09-01,204.6,1.281,103.754
"Pasir Panjang",2024-10-01,176,1.281,103.754
"Pasir Panjang",2024-11-01,330,1.281,103.754
"Pasir Panjang",2024-12-01,163.4,1.281,103.754
"Pasir Ris Central",2018-01-01,355.2,1.3679,103.9489
"Pasir Ris Central",2018-02-01,12.6,1.3679,103.9489
"Pasir Ris Central",2018-03-01,49.2,1.3679,103.9489
"Pasir Ris Central",2018-04-01,97.6,1.3679,103.9489
"Pasir Ris Central",2018-05-01,122.4,1.3679,103.9489
"Pasir Ris Central",2018-06-01,151,1.3679,103.9489
"Pasir Ris Central",2018-07-01,133,1.3679,103.9489
"Pasir Ris Central",2018-08-01,101.6,1.3679,103.9489
"Pasir Ris Central",2018-09-01,155.4,1.3679,103.9489
"Pasir Ris Central",2018-10-01,309.4,1.3679,103.9489
"Pasir Ris Central",2018-11-01,219,1.3679,103.9489
"Pasir Ris Central",2018-12-01,178.4,1.3679,103.9489
"Pasir Ris Central",2019-01-01,75,1.3679,103.9489
"Pasir Ris Central",2019-02-01,53,1.3679,103.9489
"Pasir Ris Central",2019-03-01,60.8,1.3679,103.9489
"Pasir Ris Central",2019-04-01,175.6,1.3679,103.9489
"Pasir Ris Central",2019-05-01,58.4,1.3679,103.9489
"Pasir Ris Central",2019-06-01,172.2,1.3679,103.9489
"Pasir Ris Central",2019-07-01,51.2,1.3679,103.9489
"Pasir Ris Central",2019-08-01,12.8,1.3679,103.9489
"Pasir Ris Central",2019-09-01,30.4,1.3679,103.9489
"Pasir Ris Central",2019-10-01,159,1.3679,103.9489
"Pasir Ris Central",2019-11-01,164.4,1.3679,103.9489
"Pasir Ris Central",2019-12-01,361.8,1.3679,103.9489
"Pasir Ris Central",2020-01-01,91.6,1.3679,103.9489
"Pasir Ris Central",2020-02-01,74.2,1.3679,103.9489
"Pasir Ris Central",2020-03-01,48,1.3679,103.9489
"Pasir Ris Central",2020-04-01,221.6,1.3679,103.9489
"Pasir Ris Central",2020-05-01,282,1.3679,103.9489
"Pasir Ris Central",2020-06-01,328.2,1.3679,103.9489
"Pasir Ris Central",2020-07-01,241,1.3679,103.9489
"Pasir Ris Central",2020-08-01,152.6,1.3679,103.9489
"Pasir Ris Central",2020-09-01,234.6,1.3679,103.9489
"Pasir Ris Central",2020-10-01,101.2,1.3679,103.9489
"Pasir Ris Central",2020-11-01,329.8,1.3679,103.9489
"Pasir Ris Central",2020-12-01,319.8,1.3679,103.9489
"Pasir Ris Central",2021-01-01,630.2,1.3679,103.9489
"Pasir Ris Central",2021-02-01,3.2,1.3679,103.9489
"Pasir Ris Central",2021-03-01,174.6,1.3679,103.9489
"Pasir Ris Central",2021-04-01,316.6,1.3679,103.9489
"Pasir Ris Central",2021-05-01,170.2,1.3679,103.9489
"Pasir Ris Central",2021-06-01,158.4,1.3679,103.9489
"Pasir Ris Central",2021-07-01,154.8,1.3679,103.9489
"Pasir Ris Central",2021-08-01,385.6,1.3679,103.9489
"Pasir Ris Central",2021-09-01,260,1.3679,103.9489
"Pasir Ris Central",2021-10-01,191.8,1.3679,103.9489
"Pasir Ris Central",2021-11-01,309.2,1.3679,103.9489
"Pasir Ris Central",2021-12-01,174,1.3679,103.9489
"Pasir Ris Central",2022-01-01,112.2,1.3679,103.9489
"Pasir Ris Central",2022-02-01,227,1.3679,103.9489
"Pasir Ris Central",2022-03-01,248.6,1.3679,103.9489
"Pasir Ris Central",2022-04-01,214.2,1.3679,103.9489
"Pasir Ris Central",2022-05-01,101.1,1.3679,103.9489
"Pasir Ris Central",2022-06-01,238.8,1.3679,103.9489
"Pasir Ris Central",2022-07-01,144.2,1.3679,103.9489
"Pasir Ris Central",2022-08-01,173.8,1.3679,103.9489
"Pasir Ris Central",2022-09-01,156,1.3679,103.9489
"Pasir Ris Central",2022-10-01,336.6,1.3679,103.9489
"Pasir Ris Central",2022-11-01,362.8,1.3679,103.9489
"Pasir Ris Central",2022-12-01,180.8,1.3679,103.9489
"Pasir Ris Central",2023-01-01,261.6,1.3679,103.9489
"Pasir Ris Central",2023-02-01,359.2,1.3679,103.9489
"Pasir Ris Central",2023-03-01,264.4,1.3679,103.9489
"Pasir Ris Central",2023-04-01,127.6,1.3679,103.9489
"Pasir Ris Central",2023-05-01,127.2,1.3679,103.9489
"Pasir Ris Central",2023-06-01,270.8,1.3679,103.9489
"Pasir Ris Central",2023-07-01,175.8,1.3679,103.9489
"Pasir Ris Central",2023-08-01,110,1.3679,103.9489
"Pasir Ris Central",2023-09-01,194,1.3679,103.9489
"Pasir Ris Central",2023-10-01,115.8,1.3679,103.9489
"Pasir Ris Central",2023-11-01,268.2,1.3679,103.9489
"Pasir Ris Central",2023-12-01,245.2,1.3679,103.9489
"Pasir Ris Central",2024-01-01,533.8,1.3679,103.9489
"Pasir Ris Central",2024-02-01,94.2,1.3679,103.9489
"Pasir Ris Central",2024-03-01,143.6,1.3679,103.9489
"Pasir Ris Central",2024-04-01,231.4,1.3679,103.9489
"Pasir Ris Central",2024-05-01,321.4,1.3679,103.9489
"Pasir Ris Central",2024-06-01,220,1.3679,103.9489
"Pasir Ris Central",2024-07-01,63.2,1.3679,103.9489
"Pasir Ris Central",2024-08-01,98.8,1.3679,103.9489
"Pasir Ris Central",2024-09-01,139.6,1.3679,103.9489
"Pasir Ris Central",2024-10-01,140.6,1.3679,103.9489
"Pasir Ris Central",2024-11-01,104.8,1.3679,103.9489
"Pasir Ris Central",2024-12-01,122.8,1.3679,103.9489
"Pasir Ris West",2018-01-01,209.3,1.3863,103.9412
"Pasir Ris West",2018-02-01,22.7,1.3863,103.9412
"Pasir Ris West",2018-03-01,67,1.3863,103.9412
"Pasir Ris West",2018-04-01,107.6,1.3863,103.9412
"Pasir Ris West",2018-05-01,164.3,1.3863,103.9412
"Pasir Ris West",2018-06-01,190.2,1.3863,103.9412
"Pasir Ris West",2018-07-01,157.8,1.3863,103.9412
"Pasir Ris West",2018-08-01,113.4,1.3863,103.9412
"Pasir Ris West",2018-09-01,44.8,1.3863,103.9412
"Pasir Ris West",2018-10-01,231.8,1.3863,103.9412
"Pasir Ris West",2018-11-01,222.1,1.3863,103.9412
"Pasir Ris West",2018-12-01,151.2,1.3863,103.9412
"Pasir Ris West",2019-01-01,79,1.3863,103.9412
"Pasir Ris West",2019-02-01,44,1.3863,103.9412
"Pasir Ris West",2019-03-01,67,1.3863,103.9412
"Pasir Ris West",2019-04-01,152,1.3863,103.9412
"Pasir Ris West",2019-05-01,116.2,1.3863,103.9412
"Pasir Ris West",2019-06-01,202.4,1.3863,103.9412
"Pasir Ris West",2019-07-01,33.6,1.3863,103.9412
"Pasir Ris West",2019-08-01,25.4,1.3863,103.9412
"Pasir Ris West",2019-09-01,53.4,1.3863,103.9412
"Pasir Ris West",2019-10-01,218.1,1.3863,103.9412
"Pasir Ris West",2019-11-01,148.4,1.3863,103.9412
"Pasir Ris West",2019-12-01,449,1.3863,103.9412
"Pasir Ris West",2020-01-01,123,1.3863,103.9412
"Pasir Ris West",2020-02-01,68.4,1.3863,103.9412
"Pasir Ris West",2020-03-01,84.6,1.3863,103.9412
"Pasir Ris West",2020-04-01,226.4,1.3863,103.9412
"Pasir Ris West",2020-05-01,300,1.3863,103.9412
"Pasir Ris West",2020-06-01,100,1.3863,103.9412
"Pasir Ris West",2020-07-01,141.2,1.3863,103.9412
"Pasir Ris West",2020-08-01,39.4,1.3863,103.9412
"Pasir Ris West",2020-09-01,131.2,1.3863,103.9412
"Pasir Ris West",2020-10-01,30.2,1.3863,103.9412
"Pasir Ris West",2020-11-01,71,1.3863,103.9412
"Pasir Ris West",2020-12-01,178.8,1.3863,103.9412
"Pasir Ris West",2021-01-01,76,1.3863,103.9412
"Pasir Ris West",2021-02-01,0,1.3863,103.9412
"Pasir Ris West",2021-03-01,7.8,1.3863,103.9412
"Pasir Ris West",2021-04-01,0,1.3863,103.9412
"Pasir Ris West",2021-10-01,64.8,1.3863,103.9412
"Pasir Ris West",2021-11-01,253.1,1.3863,103.9412
"Pasir Ris West",2021-12-01,124.7,1.3863,103.9412
"Pasir Ris West",2022-01-01,20.6,1.3863,103.9412
"Pasir Ris West",2022-02-01,213,1.3863,103.9412
"Pasir Ris West",2022-03-01,282.8,1.3863,103.9412
"Pasir Ris West",2022-04-01,214.8,1.3863,103.9412
"Pasir Ris West",2022-05-01,168.6,1.3863,103.9412
"Pasir Ris West",2022-06-01,212.7,1.3863,103.9412
"Pasir Ris West",2022-07-01,118,1.3863,103.9412
"Pasir Ris West",2022-08-01,180.6,1.3863,103.9412
"Pasir Ris West",2022-09-01,241.6,1.3863,103.9412
"Pasir Ris West",2022-10-01,407.9,1.3863,103.9412
"Pasir Ris West",2022-11-01,300.6,1.3863,103.9412
"Pasir Ris West",2022-12-01,208.4,1.3863,103.9412
"Pasir Ris West",2023-01-01,230.7,1.3863,103.9412
"Pasir Ris West",2023-02-01,301.2,1.3863,103.9412
"Pasir Ris West",2023-03-01,267.8,1.3863,103.9412
"Pasir Ris West",2023-04-01,157.8,1.3863,103.9412
"Pasir Ris West",2023-05-01,111,1.3863,103.9412
"Pasir Ris West",2023-06-01,192.8,1.3863,103.9412
"Pasir Ris West",2023-07-01,132.8,1.3863,103.9412
"Pasir Ris West",2023-08-01,98.2,1.3863,103.9412
